DOI,Title,Authors,Corresponding Authors,Institution,Date,Version,Type,Category,Xml,Published
10.1101/398438,Nascent chromatin occupancy profiling reveals locus and factor specific chromatin maturation dynamics behind the DNA replication fork,"Gutierrez, M. P.; MacAlpine, H. K.; MacAlpine, D.",David  MacAlpine,Duke Univ. Medical Center,2018-08-23,2,new results,genomics,https://www.biorxiv.org/content/early/2018/08/23/398438.source.xml,10.1101/gr.243386.118
10.1101/398438,Nascent chromatin occupancy profiling reveals locus and factor specific chromatin maturation dynamics behind the DNA replication fork,"Gutierrez, M. P.; MacAlpine, H. K.; MacAlpine, D.",David  MacAlpine,Duke Univ. Medical Center,2018-08-24,3,new results,genomics,https://www.biorxiv.org/content/early/2018/08/24/398438.source.xml,10.1101/gr.243386.118
10.1101/398172,Telescope: Characterization of the retrotranscriptome by accurate estimation of transposable element expression,"Bendall, M. L.; de Mulder, M.; Iniguez, L. P.; Lecanda-Sanchez, A.; Perez-Losada, M.; Ostrowski, M. A.; Jones, R. B.; Mulder, L.; Reyes-Teran, G.; Crandall, K. A.; Ormsby, C. E.; Nixon, D. F.",Douglas  F.  Nixon,Cornell University Joan and Sanford I Weill Medical College,2018-08-23,1,new results,genomics,https://www.biorxiv.org/content/early/2018/08/23/398172.source.xml,10.1371/journal.pcbi.1006453
10.1101/397901,Calicivirus VP2 forms a portal to mediate endosome escape,"Conley, M. J.; McElwee, M.; Azmi, L. B.; Gabrielsen, M.; Byron, O.; Goodfellow, I. G.; Bhella, D.",David  Bhella,University of Glasgow,2018-08-23,1,new results,microbiology,https://www.biorxiv.org/content/early/2018/08/23/397901.source.xml,10.1038/s41586-018-0852-1
10.1101/398651,Isolated individuals and groups show opposite preferences toward humidity,"Calvo Martin, M.; Nicolis, S. C.; Planas-Sitja, I.; de Biseau, J.-C.; Deneubourg, J.-L.",Mariano  Calvo Martín,Université Libre de Bruxelles,2018-08-23,1,new results,animal behavior and cognition,https://www.biorxiv.org/content/early/2018/08/23/398651.source.xml,NA
10.1101/398651,Isolated individuals and groups show opposite preferences toward humidity,"Calvo Martin, M.; Nicolis, S. C.; Planas-Sitja, I.; de Biseau, J.-C.; Deneubourg, J.-L.",Mariano  Calvo Martín,Université Libre de Bruxelles,2018-08-27,2,new results,animal behavior and cognition,https://www.biorxiv.org/content/early/2018/08/27/398651.source.xml,NA
10.1101/398578,SHORT TERM EVOLUTIONARY DYNAMICS OF ESCHERICHIA COLI IN DIFFERENT CARBON ENVIRONMENTS,"Choudhury, D.; Saini, S.",Supreet  Saini,"Department of Chemical Engineering, Indian Institute of Technology Bombay",2018-08-23,1,new results,microbiology,https://www.biorxiv.org/content/early/2018/08/23/398578.source.xml,10.1111/jeb.13517
10.1101/396671,Pericentromeric hypomethylation elicits an interferon response in an animal model of ICF syndrome,"Rajshekar, S.; Yao, J.; Arnold, P. K.; Payne, S. G.; Zhang, Y.; Bowman, T. V.; Schmitz, R. J.; Edwards, J. R.; Goll, M. G.",Mary G Goll,University of Georgia,2018-08-23,1,new results,molecular biology,https://www.biorxiv.org/content/early/2018/08/23/396671.source.xml,10.7554/elife.39658
10.1101/398404,effectR: An expandable R package to predict candidate effectors,"Tabima, J. F.; Grunwald, N. J.",Niklaus J Grunwald,USDA ARS,2018-08-23,1,new results,bioinformatics,https://www.biorxiv.org/content/early/2018/08/23/398404.source.xml,10.1094/MPMI-10-18-0279-TA
10.1101/399022,On the feasibility of saltational evolution,"Katsnelson, M. I.; Wolf, Y. I.; Koonin, E. V.",Eugene V Koonin,"National Center for Biotechnology Information, National Library of Medicine, Bethesda, MD 20894",2018-08-23,1,new results,evolutionary biology,https://www.biorxiv.org/content/early/2018/08/23/399022.source.xml,10.1073/pnas.1909031116
10.1101/399048,Long-read Sequencing Uncovers a Complex Transcriptome Topology in Varicella Zoster Virus,"Prazsak, I.; Moldovan, N.; Tombacz, D.; Megyeri, K.; Szucs, A.; Csabai, Z.; Boldogkoi, Z.",Zsolt  Boldogkoi,"Department of Medical Biology, Faculty of Medicine, University of Szeged",2018-08-23,1,new results,genomics,https://www.biorxiv.org/content/early/2018/08/23/399048.source.xml,10.1186/s12864-018-5267-8
10.1101/395517,Assessment of the zoonotic potential of the ruminant-associated influenza D virus,"Holwerda, M.; Portmann, J.; Stalder, H.; Dijkman, R.",Ronald  Dijkman,Institute of Virology and Immunology IVI,2018-08-23,1,new results,microbiology,https://www.biorxiv.org/content/early/2018/08/23/395517.source.xml,10.3390/v11040377
10.1101/399071,Neuronal Adaptation to the Value Range in Macaque Orbitofrontal Cortex,"Conen, K.; Padoa-Schioppa, C.",Camillo  Padoa-Schioppa,Washington University in St Louis,2018-08-23,1,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/23/399071.source.xml,10.1523/JNEUROSCI.2279-18.2019
10.1101/398842,Updating genome annotation for the microbial cell factory Aspergillus niger using gene co-expression networks,"Schaepe, P.; Kwon, M. J.; Baumann, B.; Gutschmann, B.; Jung, S.; Lenz, S.; Nitsche, B.; Paege, N.; Schuetze, T.; Cairns, T.; Meyer, V.",Vera  Meyer,Technical University Berlin,2018-08-23,1,new results,systems biology,https://www.biorxiv.org/content/early/2018/08/23/398842.source.xml,10.1093/nar/gky1183
10.1101/398859,PAVOOC: Designing CRISPR sgRNAs using 3D protein structures and functional domain annotation,"Schaefer, M.; Clevert, D.-A.; Weiss, B.; Steffen, A.",Moritz  Schaefer,TU Berlin,2018-08-23,1,new results,bioinformatics,https://www.biorxiv.org/content/early/2018/08/23/398859.source.xml,10.1093/bioinformatics/bty935
10.1101/398925,"Genome-wide Estrogen Receptor-alpha activation is sustained, not cyclical","Holding, A. N.; Cullen, A. E.; Markowetz, F.",Andrew N Holding,University of Cambridge,2018-08-23,1,new results,cancer biology,https://www.biorxiv.org/content/early/2018/08/23/398925.source.xml,10.7554/eLife.40854
10.1101/398990,Parallel encoding of information into visual short-term memory,"Dalmaijer, E. S.; Manohar, S. G.; Husain, M.",Edwin S. Dalmaijer,University of Cambridge,2018-08-23,1,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/23/398990.source.xml,NA
10.1101/398990,Parallel encoding of information into visual short-term memory,"Dalmaijer, E. S.; Manohar, S. G.; Husain, M.",Edwin S. Dalmaijer,University of Cambridge,2018-08-24,2,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/24/398990.source.xml,NA
10.1101/398966,Hysteresis in the thermal relaxation dynamics of an immune complex as basis for molecular memory,"Stan, R. C.; Camargo, M. M. d.",Razvan C. C. Stan,University of Sao Paulo,2018-08-23,1,new results,biophysics,https://www.biorxiv.org/content/early/2018/08/23/398966.source.xml,NA
10.1101/398966,Hysteresis in the thermal relaxation dynamics of an immune complex as basis for molecular memory,"Stan, R. C.; Camargo, M. M. d.",Razvan C. C. Stan,University of Sao Paulo,2018-08-24,2,new results,biophysics,https://www.biorxiv.org/content/early/2018/08/24/398966.source.xml,NA
10.1101/399006,Rapid Time Resolved Analysis of Filament Motility,"Ijpma, G.; Balassy, Z.; Lauzon, A.-M.",Anne-Marie  Lauzon,"Meakins-Christie Laboratories, McGill University",2018-08-23,1,new results,molecular biology,https://www.biorxiv.org/content/early/2018/08/23/399006.source.xml,10.1007/s10974-019-09503-3
10.1101/399113,Integrative pathway enrichment analysis of multivariate omics data,"Paczkowska, M.; Barenboim, J.; Sintupisut, N.; Fox, N. C.; Zhu, H.; Abd-Rabbo, D.; PCAWG Network and Pathway Analysis Group,  ; Boutros, P. C.; Reimand, J.",Juri  Reimand,University of Toronto,2018-08-23,1,new results,bioinformatics,https://www.biorxiv.org/content/early/2018/08/23/399113.source.xml,10.1038/s41467-019-13983-9
10.1101/399055,Data quality reporting: good practice for transparentestimates from forest and land cover surveys,"Birigazzi, L.; Gregoire, T. G.; Finegold, Y.; Condor Goled, R. D.; Sandker, M.; Donegan, E.; Gamarra, J. G. P.",Javier G. P. Gamarra,Food and Agriculture Organization of the United Nations,2018-08-23,1,new results,ecology,https://www.biorxiv.org/content/early/2018/08/23/399055.source.xml,10.1016/j.envsci.2019.02.009
10.1101/399121,DART-ID increases single-cell proteome coverage,"Chen, A.; Franks, A.; Slavov, N.",Nikolai  Slavov,"Department of Bioengineering, Northeastern University",2018-08-23,1,new results,genomics,https://www.biorxiv.org/content/early/2018/08/23/399121.source.xml,10.1371/journal.pcbi.1007082
10.1101/398826,"Anticancer Drug Impact on DNA - A Study by Neutron Spectrocopy, Synchrotron-based FTIR and EXAFS","Batista de Carvalho, A. L. M.; Mamede, A. P.; Dopplapudi, A.; Garcia Sakai, V.; Doherty, J.; Frogley, M.; Cinque, G.; Gardner, P.; Gianolio, D.; Batista de Carvalho, L. A. E.; Marques, M. P. M.",Luis A. E.  Batista de Carvalho,Unidade de I&D Química-Física Molecular,2018-08-23,1,new results,biophysics,https://www.biorxiv.org/content/early/2018/08/23/398826.source.xml,10.1039/c8cp05881d
10.1101/399154,Beyond stability constraints: a biophysical model of enzyme evolution with selection for stability and activity,"Echave, J.",Julian  Echave,Universidad Nacional de San Martin,2018-08-23,1,new results,biophysics,https://www.biorxiv.org/content/early/2018/08/23/399154.source.xml,10.1093/molbev/msy244
10.1101/399147,Kinpute: Using identity by descent to improve genotype imputation,"Abney, M.; El Sherbiny, A.",Mark  Abney,University of Chicago,2018-08-23,1,new results,genetics,https://www.biorxiv.org/content/early/2018/08/23/399147.source.xml,10.1093/bioinformatics/btz221
10.1101/399139,EndoC-βH1 multi-genomic profiling defines gene regulatory programs governing human pancreatic β cell identity and function,"Lawlor, N.; Marquez, E. J.; Orchard, P.; Narisu, N.; Shamim, M. S.; Thibodeau, A.; Varshney, A.; Kursawe, R.; Erdos, M. R.; Kanke, M.; Gu, H.; Pak, E.; Dutra, A.; Russell, S.; Li, X.; Piecuch, E.; Luo, O.; Chines, P. S.; Fuchbserger, C.; Sethupathy, P.; Aiden, A. P.; Ruan, Y.; Aiden, E. L.; Collins, F. S.; Ucar, D.; Parker, S. C. J.; Stitzel, M. L.",Michael L. Stitzel,The Jackson Laboratory for Genomic Medicine,2018-08-23,1,new results,genomics,https://www.biorxiv.org/content/early/2018/08/23/399139.source.xml,NA
10.1101/399162,Investigation of the Relationship between Markers of Systemic Inflammatory Response and Head and Neck Tumor Characteristics,"Tham, T.; Khaymovich, J.; Costantino, P.",Tristan  Tham,New York Head & Neck Insititute,2018-08-23,1,new results,cancer biology,https://www.biorxiv.org/content/early/2018/08/23/399162.source.xml,NA
10.1101/398891,Epigenomic landscape of the human pathogen Clostridium difficile,"Oliveira, P. H.; Kim, A.; Sekulovic, O.; Garrett, E. M.; Trzilova, D.; Mead, E. A.; Pak, T.; Zhu, S.; Deikus, G.; Touchon, M.; Beckford, C.; Zeitouni, N. E.; Altman, D.; Webster, E.; Oussenko, I.; Aggarwal, A. K.; Bashir, A.; Patel, G.; Hamula, C.; Huprikar, S.; Roberts, R. J.; Schadt, E. E.; Sebra, R.; Bakel, H. v.; Kasarskis, A.; Tamayo, R.; Shen, A.; Fang, G.",Gang  Fang,Mount Sinai School of Medicine,2018-08-23,1,new results,genomics,https://www.biorxiv.org/content/early/2018/08/23/398891.source.xml,NA
10.1101/399188,Parvalbumin loss following chronic sub-anesthetic NMDA antagonist treatment is age-dependent in the hippocampus: Implications for modeling NMDA hypofunction,"Honeycutt, J. A.; Chrobak, J. J.",Jennifer A Honeycutt,Northeastern University,2018-08-23,1,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/23/399188.source.xml,10.1016/j.neuroscience.2018.09.031
10.1101/399246,Sparse-Coding Variational Auto-Encoders,"Barello, G.; Charles, A.; Pillow, J.",G.  Barello,University of Oregon,2018-08-23,1,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/23/399246.source.xml,NA
10.1101/399279,Differences in DNA methylation of white blood cell types at birth and in adulthood reflect postnatal immune maturation and influence accuracy of cell type prediction,"Jones, M.; Dinh, L.; Razzaghian, H. R.; de Goede, O.; MacIsaac, J. L.; Morin, A. M.; Gervin, K.; Ng, R.; Duijts, L.; van Zelm, M. C.; Moll, H. A.; Lyle, R.; Robinson, W. P.; Koestler, D. C.; Felix, J. F.; Lavoie, P. M.; Mostafavi, S.; Kobor, M. S.",Michael S Kobor,University of British Columbia,2018-08-23,1,new results,genetics,https://www.biorxiv.org/content/early/2018/08/23/399279.source.xml,NA
10.1101/399212,Characterization of Coxsackievirus A20 from a child with acute flaccid paralysis in Nigeria,"Faleye, T. O. C.; Adewumi, M. O.; Olayinka, O. T.; Adeniji, J. A.",Temitope O.C. Faleye,"Ekiti State University, Nigeria",2018-08-23,1,new results,genomics,https://www.biorxiv.org/content/early/2018/08/23/399212.source.xml,10.1128/mra.00849-19
10.1101/399261,Hippocampal neurogenesis promotes preference for future rewards,"Seib, D. R.; Espinueva, D.; Princz-Lebel, O.; Chahley, E.; Floresco, S. B.; Snyder, J. S.",Jason S Snyder,Univeristy of British Columbia,2018-08-23,1,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/23/399261.source.xml,10.1038/s41380-021-01165-3
10.1101/399295,"Positive and negative plant-soil feedbacks are caused by mycorrhizal type, soil fertility, and phylogenetic relatedness in a mixed Dipterocarp rain forest","Segnitz, R. M.; Russo, S. E.; Davies, S. J.; Peay, K.",R. Max Segnitz,"Department of Biology, Stanford University",2018-08-23,1,new results,ecology,https://www.biorxiv.org/content/early/2018/08/23/399295.source.xml,10.1002/ecy.3083
10.1101/399410,Epigenetic factors coordinate intestinal development,"Ganz, J.; Melancon, E.; Wilson, C.; Amores, A.; Batzel, P.; Strader, M.; Braasch, I.; Diba, P.; Kuhlman, J. A.; Postlethwait, J. H.; Eisen, J. S.",Judith S Eisen,University of Oregon,2018-08-23,1,new results,developmental biology,https://www.biorxiv.org/content/early/2018/08/23/399410.source.xml,NA
10.1101/399329,An open-source control system for in vivo fluorescence measurements from deep-brain structures,"Owen, S. F.; Kreitzer, A. C.",Scott F Owen,"Gladstone Institutes, UCSF",2018-08-23,1,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/23/399329.source.xml,10.1016/j.jneumeth.2018.10.022
10.1101/399253,Loss of Trans Regulation in Breast Cancer Molecular Subtypes,"Garcia-Cortes, D.; de Anda-Jauregui, G.; Fresno, C.; Hernandez-Lemus, E.; Espinal-Enriquez, J.",Jesús  Espinal-Enriquez,INSTITUTO NACIONAL DE MEDICINA GENOMICA,2018-08-23,1,new results,systems biology,https://www.biorxiv.org/content/early/2018/08/23/399253.source.xml,NA
10.1101/399345,Structural insights into unique features of the human mitochondrial ribosome recycling,"Koripella, R.; Sharma, M.; Risteff, P.; Keshavan, P.; Agrawal, R.",Rajendra  Agrawal,Wadsworth Center,2018-08-23,1,new results,biophysics,https://www.biorxiv.org/content/early/2018/08/23/399345.source.xml,10.1073/pnas.1815675116
10.1101/399345,Structural insights into unique features of the human mitochondrial ribosome recycling,"Koripella, R.; Sharma, M.; Risteff, P.; Keshavan, P.; Agrawal, R.",Rajendra  Agrawal,Wadsworth Center,2018-08-24,2,new results,biophysics,https://www.biorxiv.org/content/early/2018/08/24/399345.source.xml,10.1073/pnas.1815675116
10.1101/399337,Pairwise Efficiency: A new mathematical approach to qPCR data analysis increases the precision of the classical calibration curve assay,"Panina, Y.; Germond, A.; David, G. B.; Watanabe, T. M.",Tomonobu M Watanabe,Riken BDR,2018-08-24,1,new results,biochemistry,https://www.biorxiv.org/content/early/2018/08/24/399337.source.xml,10.1186/s12859-019-2911-5
10.1101/398115,DeepCAPE: a deep convolutional neural network for the accurate prediction of enhancers,"Chen, S.; Gan, M.; Lv, H.; Jiang, R.",Rui  Jiang,Tsinghua University,2018-08-24,1,new results,bioinformatics,https://www.biorxiv.org/content/early/2018/08/24/398115.source.xml,10.1016/j.gpb.2019.04.006
10.1101/399436,Integrated modeling of peptide digestion and detection for the prediction of proteotypic peptides in targeted proteomics,"Gao, Z.; Chang, C.; Zhu, Y.; Fu, Y.",Yan  Fu,"Academy of Mathematics and Systems Science, Chinese Academy of Sciences",2018-08-24,1,new results,bioinformatics,https://www.biorxiv.org/content/early/2018/08/24/399436.source.xml,NA
10.1101/399394,Eukaryotic acquisition of a bacterial operon,"Kominek, J.; Doering, D. T.; Opulente, D. A.; Shen, X.-X.; Zhou, X.; DeVirgilio, J.; Hulfachor, A. B.; Kurtzman, C. P.; Rokas, A.; Hittinger, C. T.",Chris Todd Hittinger,University of Wisconsin-Madison,2018-08-24,1,new results,evolutionary biology,https://www.biorxiv.org/content/early/2018/08/24/399394.source.xml,10.1016/j.cell.2019.01.034
10.1101/399287,"Characterization of emetic and diarrheal Bacillus cereus strains from a 2016 foodborne outbreak using whole-genome sequencing: addressing the microbiological, epidemiological, and bioinformatic challenges","Carroll, L. M.; Wiedmann, M.; Mukherjee, M.; Nicholas, D. C.; Mingle, L. A.; Dumas, N. B.; Cole, J. A.; Kovac, J.",Jasna  Kovac,"Department of Food Science, The Pennsylvania State University, State College, PA, USA",2018-08-24,1,new results,microbiology,https://www.biorxiv.org/content/early/2018/08/24/399287.source.xml,10.3389/fmicb.2019.00144
10.1101/399311,“Global Transcriptional Response to CRISPR/CAS9-AAV6 Based Genome Editing” Matches Transcriptional Response to Specific Small Molecule Perturbations,"Nordor, A. V.; Aryee, M. J.; Siwo, G. H.",Geoffrey H. Siwo,University of Notre Dame,2018-08-24,1,new results,molecular biology,https://www.biorxiv.org/content/early/2018/08/24/399311.source.xml,NA
10.1101/399477,Cardiovascular responses to antigravity muscle loading during head-down tilt at rest and after dynamic exercises,"Alessandro, C.; Sarabadani Tafreshi, A.; Riener, R.",Cristiano  Alessandro,Northwestern University,2018-08-24,1,new results,physiology,https://www.biorxiv.org/content/early/2018/08/24/399477.source.xml,10.1038/s41598-019-39360-6
10.1101/399360,Genomic signatures of sympatric speciation with historical and contemporary gene flow in a tropical anthozoan,"Titus, B. M.; Blischak, P. D.; Daly, M.",Benjamin M Titus,American Museum of Natural History,2018-08-24,1,new results,evolutionary biology,https://www.biorxiv.org/content/early/2018/08/24/399360.source.xml,10.1111/mec.15157
10.1101/399469,Gene flow improves fitness at a range edge under climate change,"Bontrager, M.; Angert, A.",Megan  Bontrager,University of British Columbia,2018-08-24,1,new results,evolutionary biology,https://www.biorxiv.org/content/early/2018/08/24/399469.source.xml,10.1002/evl3.91
10.1101/398636,MetaPGN: a pipeline for construction and graphical visualization of annotated pangenome networks,"Peng, Y.; Tang, S.; WANG, D.; Zhong, H.; Jia, H.; Cai, X.; Zhang, Z.; Xiao, M.; Yang, H.; Wang, J.; Kristiansen, K.; Xu, X.; li, j.",junhua  li,BGI-Shenzhen,2018-08-24,1,new results,genomics,https://www.biorxiv.org/content/early/2018/08/24/398636.source.xml,10.1093/gigascience/giy121
10.1101/399386,Dynamic Regulation of RNA Structure in Mammalian Cells,"Sun, l.; Fazal, F.; Li, P.; Broughton, J.; Lee, B.; Tang, L.; Huang, W.; Chang, H.; Zhang, Q. C.",Qiangfeng Cliff Zhang,"School of Life Sciences, Tsinghua University",2018-08-24,1,new results,molecular biology,https://www.biorxiv.org/content/early/2018/08/24/399386.source.xml,10.1038/s41594-019-0200-7
10.1101/399865,EGFR SIGNALING COORDINATES PATTERNING WITH CELL SURVIVAL DURING DROSOPHILA EPIDERMAL DEVELOPMENT,"Crossman, S. H.; Streichan, S.; vincent, J.-P.",Jean-Paul  Vincent,MRC,2018-08-24,1,new results,developmental biology,https://www.biorxiv.org/content/early/2018/08/24/399865.source.xml,10.1371/journal.pbio.3000027
10.1101/399865,EGFR signaling coordinates patterning with cell survival during Drosophila epidermal development,"Crossman, S. H.; Streichan, S. J.; Vincent, J.-P.",Jean-Paul  Vincent,MRC,2018-08-28,2,new results,developmental biology,https://www.biorxiv.org/content/early/2018/08/28/399865.source.xml,10.1371/journal.pbio.3000027
10.1101/399964,Large scale changes in host methylation patterns induced by IncA/C plasmid transformation in Vibrio cholerae,"Wang, R.; Wan, K.",Ruibai  Wang,"National Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention",2018-08-24,1,new results,microbiology,https://www.biorxiv.org/content/early/2018/08/24/399964.source.xml,NA
10.1101/399857,Chronotopic Maps in Human Medial Premotor Cortex,"Protopapa, F.; Hayashi, M.; Kulashekhar, S.; van der Zwaag, W.; Battistella, G.; Murray, M. M.; Kanai, R.; Bueti, D.",Domenica  Bueti,Scuola Internazionale Superiore di Studi Avanzati,2018-08-24,1,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/24/399857.source.xml,10.1371/journal.pbio.3000026
10.1101/399949,Acute muscle fatigue and CPR quality assisted by visual feedback devices: a randomized-crossover simulation trial,"Abelairas-Gomez, C.; Rey, E.; Gonzalez-Salvado, V.; Mecias-Calvo, M.; Rodriguez-Ruiz, E.; Rodriguez-Nunez, A.",Ezequiel  Rey,Universidade de Vigo,2018-08-24,1,new results,physiology,https://www.biorxiv.org/content/early/2018/08/24/399949.source.xml,10.1371/journal.pone.0203576
10.1101/399907,Improvement of arthroscopic surgical performance using a new wide-angle arthroscope,"Kwak, J.-M.; Kholinne, E.; Sun, Y.; Koh, K.-H.; Jeon, I.-H.",In-Ho  Jeon,Asan Medical Center,2018-08-24,1,new results,scientific communication and education,https://www.biorxiv.org/content/early/2018/08/24/399907.source.xml,10.1371/journal.pone.0203578
10.1101/399923,Pharmacovigilance or patient safety: analysis from a patient safety program,"Cortazar, Y. C.; Orozco, J. G.; Lopez, J. J.",Jose  Julian  Lopez,Universidad Nacional de Colombia Sede Bogota,2018-08-24,1,confirmatory results,epidemiology,https://www.biorxiv.org/content/early/2018/08/24/399923.source.xml,NA
10.1101/399899,Therapeutic effects of favipiravir against severe fever with thrombocytopenia syndrome virus infection in a lethal mouse model: dose-efficacy studies upon oral administration,"TANI, H.; Komeno, T.; Fukuma, A.; Fukushi, S.; Taniguchi, S.; Shimojima, M.; Uda, A.; Morikawa, S.; Nakajima, N.; Furuta, Y.; Saijo, M.",HIDEKI  TANI,"Graduate School of Medicine and Pharmaceutical Sciences, University of Toyama",2018-08-24,1,new results,microbiology,https://www.biorxiv.org/content/early/2018/08/24/399899.source.xml,10.1371/journal.pone.0206416
10.1101/399840,Perceptual inference employs intrinsic alpha frequency to resolve perceptual ambiguity,"Shen, L.; Han, B.; Chen, L.; Chen, Q.",Qi  Chen,South China Nomal University,2018-08-24,1,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/24/399840.source.xml,10.1371/journal.pbio.3000025
10.1101/399451,HDAC Inhibitors Rescue Multiple Disease-Causing CFTR Variants,"Angles, F.; Hutt, D.; Balch, W. E.; McGuckian, M.",William E Balch,Scripps Research,2018-08-24,1,new results,cell biology,https://www.biorxiv.org/content/early/2018/08/24/399451.source.xml,10.1093/hmg/ddz026
10.1101/399451,HDAC Inhibitors Rescue Multiple Disease-Causing CFTR Variants,"Angles, F.; Hutt, D.; Balch, W. E.",William E Balch,Scripps Research,2018-08-27,2,new results,cell biology,https://www.biorxiv.org/content/early/2018/08/27/399451.source.xml,10.1093/hmg/ddz026
10.1101/399873,miR-210 controls the evening phase of circadian locomotor rhythms through repression of Fasciclin 2,"Leigh, W.; Liu, Z.; Nian, X.; Zhang, Y.",Yong  Zhang,University of Nevada Reno,2018-08-24,1,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/24/399873.source.xml,10.1371/journal.pgen.1007655
10.1101/399956,Context dependent roles for RB-E2F transcriptional regulation in tumor suppression,"Dick, F.; Thwaites, M.; Cecchini, M.; Passos, D.",Fred  Dick,Western University,2018-08-24,1,new results,cancer biology,https://www.biorxiv.org/content/early/2018/08/24/399956.source.xml,10.1371/journal.pone.0203577
10.1101/397190,"Forecasting seasonal influenza in the U.S.: A collaborative multi-year, multi-model assessment of forecast performance","Reich, N. G.; Brooks, L.; Fox, S.; Kandula, S.; McGowan, C.; Moore, E.; Osthus, D.; Ray, E. L.; Tushar, A.; Yamana, T.; Biggerstaff, M.; Johansson, M. A.; Rosenfeld, R.; Shaman, J.",Nicholas G Reich,University of Massachusetts Amherst,2018-08-24,1,new results,epidemiology,https://www.biorxiv.org/content/early/2018/08/24/397190.source.xml,NA
10.1101/396929,Direct estimation of HDL-mediated cholesterol efflux capacity from serum,"Kuusisto, S.; Holmes, M. V.; Ohukainen, P.; Kangas, A. J.; Karsikas, M.; Tiainen, M.; Perola, M.; Salomaa, V.; Kettunen, J.; Ala-Korpela, M.",Mika  Ala-Korpela,"Systems Epidemiology, Baker Heart and Diabetes Institute, Melbourne, VIC, Australia",2018-08-24,1,new results,epidemiology,https://www.biorxiv.org/content/early/2018/08/24/396929.source.xml,10.1373/clinchem.2018.299222
10.1101/396481,Clustering Analysis To Explore Cohorts In Comorbid Patients,"Karkare, R.",Rasika  Karkare,Worcester Polytechnic Institute,2018-08-24,1,new results,epidemiology,https://www.biorxiv.org/content/early/2018/08/24/396481.source.xml,NA
10.1101/399600,The association between adiposity and inpatient hospital costs in the UK Biobank cohort,"Dixon, P.; Davey Smith, G.; Hollingworth, W.",Padraig  Dixon,University of Bristol,2018-08-24,1,new results,epidemiology,https://www.biorxiv.org/content/early/2018/08/24/399600.source.xml,10.1007/s40258-018-0450-2
10.1101/398271,"Multiple Exposures, Reinfection, and Risk of Progression to Active Tuberculosis","Ackley, S.; Lee, R. S.; Worden, L.; Zwick, E.; Porco, T. C.; Behr, M. A.; Pepperell, C. S.",Caitlin S. Pepperell,University of Wisconsin Madison,2018-08-24,1,confirmatory results,epidemiology,https://www.biorxiv.org/content/early/2018/08/24/398271.source.xml,10.1098/rsos.180999
10.1101/397877,Trajectories of inflammatory biomarkers over the eighth decade and their associations with immune cell counts and epigenetic ageing,"Stevenson, A. J.; McCartney, D. L.; Harris, S. E.; Taylor, A. M.; Redmond, P.; Starr, J. M.; Zhang, Q.; McRae, A. F.; Wray, N. R.; Spires-Jones, T. L.; McColl, B. W.; McIntosh, A. M.; Deary, I. J.; Marioni, R. E.",Anna J Stevenson,University of Edinburgh,2018-08-24,1,new results,epidemiology,https://www.biorxiv.org/content/early/2018/08/24/397877.source.xml,10.1186/s13148-018-0585-x
10.1101/397547,Designing a Study of Correlates of Risk for Ebola Vaccination,"Halloran, M. E.; Longini, I. M.; Gilbert, P. B.",M Elizabeth  Halloran,"Fred Hutchinson Cancer Research Center, and University of Washington",2018-08-24,1,new results,epidemiology,https://www.biorxiv.org/content/early/2018/08/24/397547.source.xml,10.1093/aje/kwaa001
10.1101/400077,Trans-splicing of the C. elegans let-7 primary transcript developmentally regulates let-7 microRNA biogenesis and let-7 family microRNA activity,"Nelson, C.; Ambros, V.",Victor  Ambros,University of Massachusetts Medical School,2018-08-24,1,new results,molecular biology,https://www.biorxiv.org/content/early/2018/08/24/400077.source.xml,10.1242/dev.172031
10.1101/400069,Cold trapped - Correcting locomotion dependent observation biases in thermal preference of Drosophila,"Giraldo, D.; Adden, A. K.; Kuhlemann, I.; Gras, H.; Geurten, B. R. H.",Bart R. H. Geurten,University of Goettingen,2018-08-24,1,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/24/400069.source.xml,10.1038/s41598-019-40459-z
10.1101/399659,Modeling motor neuron resilience in ALS using stem cells,"Allodi, I.; Nijssen, J.; Aguila Benitez, J. C.; Bonvicini, G.; Cao, M.; Hedlund, E.",Eva  Hedlund,"Department of Neuroscience, Karolinska Institutet",2018-08-24,1,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/24/399659.source.xml,10.1016/j.stemcr.2019.04.009
